,taxpayer_id,states,FiledLate,MaritalStatus,EmploymentStatus,EducationLevel,Age_mean,income,median_monthly_income,cleaned_tax,statemode,CreditScore_constant,CreditScore_missing,LoanAmount_end_of_tail
1368,1369,SK,0,Married,Retired,Bachelor,26.0,51085.19362305863,5004.438100873866,6217.038724611726,SK,382.0,0,442695.1039730998
1369,1370,HR,1,Widowed,Employed,High School,48.78677777777778,81859.57446243617,6821.631205203013,14557.87233873085,HR,809.0,0,101918.5272204484
1370,1371,TS,0,Single,Retired,High School,26.0,37763.25167171605,3146.937639309671,3552.6503343432096,TS,587.0,0,148051.5661979919
1371,1372,MN,0,Widowed,Retired,PhD,28.0,87418.0807292191,7284.840060768259,16225.424218765733,MN,-1.0,1,-36373.06936865894
1372,1373,TS,1,Widowed,Retired,Bachelor,32.0,74037.0140534163,6169.751171118025,12211.104216024887,TS,613.0,0,442695.1039730998
1373,1374,RJ,1,Single,Retired,PhD,41.0,80776.14404500993,6731.345337084161,14232.84321350298,RJ,756.0,0,62872.6661441763
1374,1375,UP,1,Widowed,Self-Employed,Bachelor,55.0,43268.40460959002,3605.7003841325018,4653.680921918004,UP,490.0,0,163328.2611536271
1375,1376,SK,0,Divorced,Self-Employed,Bachelor,72.0,61301.44252842235,5108.453544035196,8390.432758526704,SK,-1.0,1,128187.88843474872
1376,1377,CG,1,Divorced,Employed,PhD,48.78677777777778,65380.97015036369,5448.414179196974,9614.291045109108,CG,544.0,0,442695.1039730998
1377,1378,PB,0,Widowed,Employed,PhD,47.0,64589.40603640849,5382.450503034041,9376.821810922544,PB,-1.0,1,230711.02548372492
1378,1379,KL,0,Divorced,Self-Employed,PhD,48.78677777777778,65321.83321524092,5443.486101270077,9596.549964572276,KL,560.0,0,442695.1039730998
1379,1380,PB,1,Married,Retired,Bachelor,48.78677777777778,55022.52335288799,4585.210279407333,7004.504670577599,PB,456.0,0,212339.6027939345
1380,1381,PB,1,Divorced,Retired,High School,22.0,62433.72745914587,5202.8106215954895,8730.118237743762,PB,434.0,0,254039.62283634185
1381,1382,BR,1,Divorced,Retired,Bachelor,79.0,78604.15119117335,6550.34593259778,13581.245357352009,BR,565.0,0,442695.1039730998
1382,1383,SK,1,Married,Employed,PhD,77.0,59935.80079297256,3250.231537338665,3800.555689612795,SK,694.0,0,-70044.70745141729
1383,1384,MN,1,Divorced,Self-Employed,High School,48.78677777777778,87846.90214029726,7320.575178358105,7983.148454689412,MN,352.0,0,384682.6599232362
1384,1385,GA,1,Widowed,Self-Employed,High School,67.0,77674.18121463206,6472.848434552671,13302.254364389615,GA,611.0,0,243019.03155111853
1385,1386,CG,0,Married,Unemployed,High School,48.78677777777778,59935.80079297256,3552.197160975,4525.27318634,CG,339.0,0,289867.93475155835
1386,1387,WB,1,Married,Employed,PhD,70.0,66909.04878219578,5575.754065182982,10072.714634658734,WB,485.0,0,442695.1039730998
1387,1388,KA,0,Widowed,Retired,Bachelor,73.0,59935.80079297256,6352.248164237067,12868.093391253442,KA,546.0,0,125290.33243271662
1388,1389,MH,0,Widowed,Unemployed,High School,28.0,37764.72017005768,3147.060014171474,3552.944034011537,MH,710.0,0,442695.1039730998
1389,1390,KA,0,Widowed,Unemployed,Master,26.0,60755.61180077882,5004.438100873866,8226.683540233646,KA,686.0,0,442695.1039730998
1390,1391,HP,0,Divorced,Retired,Bachelor,48.78677777777778,58586.72458496989,4882.227048747491,7717.344916993978,HP,526.0,0,442695.1039730998
1391,1392,TS,0,Divorced,Employed,Master,29.0,59935.80079297256,4031.6291862396574,5675.910046975181,TS,722.0,0,194906.31837443335
1392,1393,JH,0,Divorced,Retired,Bachelor,52.0,61662.42306175224,5138.53525514602,8498.726918525672,JH,833.0,0,348505.8605815189
1393,1394,GA,1,Widowed,Unemployed,Bachelor,52.0,49194.84163266978,4099.570136055815,5838.968326533955,GA,508.0,0,442695.1039730998
1394,1395,KA,0,Single,Retired,Master,18.0,84737.52724147326,7061.460603456106,15421.258172441978,KA,775.0,0,442695.1039730998
1395,1396,HP,0,Divorced,Unemployed,Bachelor,57.0,48720.402216106624,4060.033518008885,7983.148454689412,HP,744.0,0,93944.70700590486
1396,1397,CG,0,Single,Retired,PhD,48.78677777777778,74255.62092023685,6187.968410019737,12276.686276071054,CG,721.0,0,355603.508658131
1397,1398,JH,1,Married,Unemployed,Bachelor,77.0,30203.045022837043,2516.9204185697536,2040.6090045674089,JH,624.0,0,139259.9212785493
1398,1399,PB,0,Widowed,Retired,High School,46.0,57087.423530700704,5004.438100873866,7417.484706140141,PB,641.0,0,442695.1039730998
1399,1400,MH,0,Widowed,Self-Employed,PhD,48.78677777777778,60221.60083232446,5018.466736027039,8066.480249697338,MH,572.0,0,442695.1039730998
1400,1401,GA,1,Married,Unemployed,Bachelor,28.0,56502.76108892045,4708.563424076704,7300.55221778409,GA,630.0,0,186351.09738775095
1401,1402,BR,1,Divorced,Self-Employed,Master,58.0,52866.27065048297,5004.438100873866,6573.254130096594,BR,769.0,0,193825.412236824
1402,1403,TS,1,Divorced,Employed,Master,54.0,47984.7295437878,3998.727461982317,5596.94590875756,TS,727.0,0,166676.7650290372
1403,1404,TN,0,Divorced,Self-Employed,Bachelor,31.0,73581.73404026826,6131.811170022354,12074.52021208048,TN,599.0,0,60906.92408337857
1404,1405,RJ,1,Single,Employed,High School,77.0,77990.24139171685,6499.18678264307,13397.072417515054,RJ,793.0,0,442695.1039730998
1405,1406,JH,1,Married,Retired,Master,48.78677777777778,58521.1040545803,4876.758671215025,7704.22081091606,JH,533.0,0,47982.985384019645
1406,1407,SK,1,Single,Employed,PhD,52.0,40260.524855610485,3355.0437379675404,4052.104971122097,SK,482.0,0,67459.43212361913
1407,1408,KA,0,Divorced,Unemployed,PhD,38.0,59935.80079297256,7690.923997080242,17687.326389488873,KA,390.0,0,179192.89036658508
1408,1409,ML,1,Single,Employed,Bachelor,54.0,44163.64620765815,5004.438100873866,4832.729241531631,ML,408.0,0,296925.1003107878
1409,1410,GJ,0,Married,Self-Employed,Bachelor,22.0,33730.39934730335,2810.866612275279,2746.0798694606697,GJ,804.0,0,196167.23290446293
1410,1411,NL,0,Divorced,Self-Employed,Master,36.0,23772.805502644136,1981.067125220345,7983.148454689412,NL,-1.0,1,223832.90219828076
1411,1412,TR,1,Single,Unemployed,High School,76.0,61790.13414442788,5149.17784536899,8537.040243328363,TR,760.0,0,146288.9882907453
1412,1413,GJ,0,Married,Unemployed,PhD,48.78677777777778,56086.50506072574,4673.875421727145,7983.148454689412,GJ,478.0,0,146121.1386296084
1413,1414,TS,0,Divorced,Unemployed,High School,43.0,78557.21968463411,5004.438100873866,13567.165905390231,TS,481.0,0,442695.1039730998
1414,1415,RJ,0,Divorced,Employed,Master,79.0,70999.52214201985,5916.626845168321,11299.856642605955,RJ,777.0,0,442695.1039730998
1415,1416,MN,1,Widowed,Employed,Master,21.0,65223.62204253068,5435.3018368775565,9567.086612759203,MN,396.0,0,288853.1279955323
1416,1417,OR,0,Divorced,Employed,Master,42.0,59935.80079297256,4592.949206805875,7023.078096334101,OR,-1.0,1,442695.1039730998
1417,1418,NL,1,Widowed,Employed,Master,62.0,79979.590899558,6664.9659082965,7983.148454689412,NL,724.0,0,226225.95335140775
1418,1419,MN,0,Divorced,Unemployed,PhD,59.0,93613.0182315456,7801.084852628799,18083.90546946368,MN,343.0,0,85207.8164111782
1419,1420,NL,1,Single,Employed,High School,42.0,59935.80079297256,6513.468798694856,13448.48767530148,NL,771.0,0,154553.5662102186
1420,1421,AS,0,Single,Self-Employed,Master,35.0,51656.43064471422,4304.702553726185,6331.286128942845,AS,435.0,0,442695.1039730998
1421,1422,AP,0,Divorced,Self-Employed,PhD,57.0,74068.17996987916,6172.348330823263,7983.148454689412,AP,840.0,0,205723.1263562369
1422,1423,AP,1,Divorced,Unemployed,High School,25.0,52762.38494159013,5004.438100873866,6552.476988318026,AP,841.0,0,442695.1039730998
1423,1424,GJ,0,Widowed,Unemployed,High School,56.0,40108.78831452046,3342.3990262100383,4021.757662904092,GJ,-1.0,1,442695.1039730998
1424,1425,JH,1,Single,Self-Employed,High School,57.0,43817.296881804985,3651.441406817082,4763.459376360997,JH,519.0,0,442695.1039730998
1425,1426,KL,1,Single,Retired,PhD,31.0,53552.78872552058,4462.732393793382,6710.557745104116,KL,745.0,0,300972.3378929084
1426,1427,UK,0,Divorced,Retired,Bachelor,49.0,61871.27422134379,5155.939518445316,8561.382266403136,UK,443.0,0,128208.69385350573
1427,1428,HR,1,Widowed,Employed,Bachelor,68.0,97090.46074635828,8090.871728863189,19127.13822390748,HR,373.0,0,442695.1039730998
1428,1429,SK,0,Divorced,Retired,Bachelor,78.0,44129.58943898638,3677.465786582199,4825.917887797277,SK,328.0,0,251587.8854126633
1429,1430,TN,1,Single,Employed,Master,48.78677777777778,83822.7928144439,6985.232734536992,15146.837844333171,TN,420.0,0,158729.52806215038
1430,1431,MZ,1,Single,Unemployed,Bachelor,50.0,54289.32806953376,4524.110672461146,7983.148454689412,MZ,314.0,0,201910.8107579532
1431,1432,MH,1,Single,Unemployed,Bachelor,40.0,23705.07022598381,1975.4225188319847,1370.5070225983816,MH,519.0,0,226632.86986913264
1432,1433,MZ,0,Single,Self-Employed,PhD,32.0,59935.80079297256,4241.410995604493,6179.386389450784,MZ,606.0,0,211984.55493437027
1433,1434,TR,0,Divorced,Self-Employed,Master,50.0,81180.54587701842,6765.045489751536,14354.163763105526,TR,771.0,0,179941.32954608562
1434,1435,RJ,0,Single,Unemployed,PhD,42.0,66204.05134792624,5517.004278993853,7983.148454689412,RJ,648.0,0,442695.1039730998
1435,1436,TN,0,Divorced,Employed,PhD,34.0,67280.12157595123,5004.438100873866,10184.036472785368,TN,-1.0,1,385989.6109444008
1436,1437,GA,1,Single,Self-Employed,Bachelor,50.0,59935.80079297256,6992.75601326657,7983.148454689412,GA,331.0,0,303641.1189516965
1437,1438,PB,0,Single,Retired,High School,64.0,41345.9467991569,3445.4955665964085,4269.189359831381,PB,609.0,0,276833.61269974674
1438,1439,MZ,0,Married,Retired,High School,72.0,59935.80079297256,3422.374354861625,4213.698451667899,MZ,564.0,0,238439.5851798387
1439,1440,PB,1,Widowed,Employed,Master,19.0,19252.885032664373,1604.4070860553643,925.2885032664374,PB,-1.0,1,335318.1143369622
1440,1441,UP,0,Married,Employed,PhD,31.0,75787.47728237012,6315.623106864177,12736.243184711037,UP,653.0,0,277379.32982358173
1441,1442,UP,0,Married,Unemployed,Master,70.0,59935.80079297256,5843.7263504444045,11037.414861599857,UP,741.0,0,311496.31081344205
1442,1443,HR,1,Single,Retired,High School,57.0,73031.39735264005,6085.94977938667,11909.419205792015,HR,696.0,0,314323.95092170266
1443,1444,MP,0,Widowed,Employed,PhD,57.0,38705.79796697795,3225.483163914829,3741.1595933955914,MP,456.0,0,261593.68001896533
1444,1445,ML,0,Married,Unemployed,PhD,68.0,31123.51879344265,2593.626566120221,2224.70375868853,ML,493.0,0,249794.51413252615
1445,1446,KL,0,Married,Unemployed,Master,56.0,59935.80079297256,3020.572537350001,3249.3740896400022,KL,-1.0,1,442695.1039730998
1446,1447,UK,0,Divorced,Retired,PhD,68.0,43393.69909754333,3616.141591461944,4678.739819508666,UK,-1.0,1,362134.7822691759
1447,1448,MZ,0,Widowed,Retired,PhD,23.0,87971.26036043138,7330.938363369281,16391.378108129415,MZ,586.0,0,442695.1039730998
1448,1449,NL,1,Married,Retired,Master,23.0,78002.28102808504,6500.190085673753,13400.684308425512,NL,-1.0,1,442695.1039730998
1449,1450,HR,0,Married,Employed,Master,20.0,51752.02846883424,4312.669039069519,6350.405693766847,HR,-1.0,1,235791.6828921676
1450,1451,NL,0,Divorced,Self-Employed,PhD,24.0,65386.53587867973,5448.8779898899775,9615.960763603918,NL,842.0,0,190586.21760833135
1451,1452,KA,0,Single,Employed,PhD,48.78677777777778,47789.4795693407,3982.456630778392,5557.89591386814,KA,312.0,0,442695.1039730998
1452,1453,MP,0,Married,Unemployed,Master,25.0,66557.03569406983,5546.419641172485,9967.110708220947,MP,370.0,0,442695.1039730998
1453,1454,KL,0,Widowed,Employed,High School,59.0,39514.27672064403,3292.8563933870028,3902.855344128807,KL,350.0,0,208334.11387836427
1454,1455,MN,0,Divorced,Self-Employed,PhD,69.0,73504.52602753075,6125.377168960897,12051.357808259225,MN,740.0,0,213226.0587826429
1455,1456,UP,0,Widowed,Employed,Master,32.0,44705.34064348093,3725.445053623411,4941.068128696186,UP,-1.0,1,91147.89391152724
1456,1457,TR,0,Widowed,Retired,Bachelor,64.0,74506.47051377682,6208.872542814735,12351.941154133045,TR,443.0,0,442695.1039730998
1457,1458,AS,1,Widowed,Employed,Master,46.0,52306.38765250184,4358.865637708487,6461.277530500369,AS,571.0,0,280204.5844716926
1458,1459,AS,0,Divorced,Retired,Master,50.0,59935.80079297256,3814.8860696025895,5155.726567046215,AS,-1.0,1,442695.1039730998
1459,1460,GA,0,Widowed,Retired,High School,69.0,89033.94091049381,7419.495075874484,16710.182273148144,GA,737.0,0,442695.1039730998
1460,1461,AS,0,Married,Unemployed,Bachelor,48.78677777777778,63185.03132808778,5265.4192773406485,8955.509398426335,AS,-1.0,1,202523.890900298
1461,1462,HP,1,Divorced,Employed,PhD,56.0,54200.73532112597,4516.727943427164,7983.148454689412,HP,-1.0,1,252909.8787290199
1462,1463,KA,0,Married,Employed,Master,44.0,73647.20955032276,5004.438100873866,12094.162865096829,KA,754.0,0,442695.1039730998
1463,1464,HR,1,Single,Employed,Master,53.0,35880.160747652066,5004.438100873866,3176.0321495304133,HR,805.0,0,169011.2511309944
1464,1465,BR,0,Married,Self-Employed,High School,46.0,79923.54460668645,6660.295383890538,7983.148454689412,BR,665.0,0,248883.60721502613
1465,1466,SK,0,Widowed,Employed,Master,55.0,57489.99528464792,4790.832940387326,7497.999056929583,SK,413.0,0,195907.99419686288
1466,1467,TS,0,Single,Employed,Master,74.0,70814.17888203188,5901.181573502656,11244.253664609563,TS,752.0,0,341418.2408561644
1467,1468,PB,0,Widowed,Employed,PhD,50.0,59935.80079297256,2678.189808465371,7983.148454689412,PB,754.0,0,249731.27703078324
1468,1469,MN,1,Divorced,Self-Employed,Master,78.0,53116.33275360608,4426.361062800506,7983.148454689412,MN,795.0,0,265137.6805663317
1469,1470,CG,1,Divorced,Employed,High School,54.0,60082.44250821871,5006.870209018226,7983.148454689412,CG,-1.0,1,206033.67770581067
1470,1471,GJ,0,Single,Retired,Master,44.0,78545.38584513351,6545.448820427793,7983.148454689412,GJ,488.0,0,442695.1039730998
1471,1472,HR,0,Married,Retired,Bachelor,72.0,72247.39915087468,6020.616595906224,11674.219745262406,HR,507.0,0,155205.2053700607
1472,1473,GJ,0,Widowed,Employed,Master,50.0,52935.4133228865,4411.284443573875,7983.148454689412,GJ,783.0,0,108070.19977638456
1473,1474,HR,0,Married,Retired,High School,48.78677777777778,65723.05963182087,5476.9216359850725,9716.91788954626,HR,368.0,0,192500.037140908
1474,1475,BR,1,Widowed,Employed,Bachelor,48.78677777777778,82618.24383108568,6884.853652590473,14785.473149325704,BR,368.0,0,442695.1039730998
1475,1476,AP,0,Widowed,Self-Employed,High School,39.0,56400.20729839392,5004.438100873866,7280.041459678783,AP,351.0,0,188933.9452127555
1476,1477,SK,1,Married,Unemployed,Master,19.0,54440.43071216447,4536.702559347039,6888.086142432893,SK,-1.0,1,358209.60447341786
1477,1478,CG,1,Divorced,Retired,Master,27.0,25985.316430447576,2165.443035870632,1598.5316430447576,CG,788.0,0,136719.29429252184
1478,1479,KA,1,Divorced,Unemployed,High School,22.0,54976.69796382942,4581.391496985785,6995.339592765885,KA,329.0,0,195100.465986154
1479,1480,BR,0,Single,Unemployed,PhD,76.0,28686.71330367861,5004.438100873866,1868.6713303678607,BR,734.0,0,69360.91077886413
1480,1481,AR,0,Married,Employed,Master,27.0,57941.97577740227,4828.497981450189,7588.395155480455,AR,844.0,0,351439.7758312572
1481,1482,MZ,1,Divorced,Self-Employed,Bachelor,50.0,77786.43257836945,6482.202714864121,13335.929773510834,MZ,661.0,0,14094.021417995216
1482,1483,TR,1,Divorced,Unemployed,High School,71.0,21846.48944915732,5004.438100873866,1184.6489449157325,TR,548.0,0,211560.7725010077
1483,1484,KL,1,Widowed,Retired,Master,55.0,82215.75884317422,6851.313236931185,14664.727652952264,KL,336.0,0,442695.1039730998
1484,1485,AR,0,Widowed,Self-Employed,Bachelor,30.0,54055.98372018842,4504.665310015702,6811.196744037685,AR,314.0,0,88636.6715483559
1485,1486,HP,0,Divorced,Retired,Master,48.0,59511.03239172109,4959.252699310091,7902.206478344218,HP,744.0,0,442695.1039730998
1486,1487,GA,1,Single,Retired,Master,64.0,50956.44395750625,4246.370329792188,6191.28879150125,GA,-1.0,1,442695.1039730998
1487,1488,GA,0,Divorced,Self-Employed,PhD,53.0,29161.736114124127,2430.1446761770108,1916.1736114124128,GA,536.0,0,221549.51832295532
1488,1489,NL,0,Single,Retired,PhD,48.78677777777778,45906.19486266768,3825.51623855564,5181.238972533535,NL,363.0,0,97992.44598718928
1489,1490,SK,0,Single,Employed,High School,41.0,97753.38123209072,8146.115102674227,19326.01436962722,SK,603.0,0,442695.1039730998
1490,1491,AS,1,Widowed,Employed,Bachelor,69.0,40271.18106743787,5004.438100873866,4054.2362134875743,AS,525.0,0,442695.1039730998
1491,1492,MN,0,Single,Self-Employed,Bachelor,73.0,59935.80079297256,2617.1864574116744,2281.2474977880183,MN,602.0,0,332334.0098701806
1492,1493,GJ,0,Married,Retired,Bachelor,32.0,62543.23849332785,5211.936541110655,8762.971547998355,GJ,491.0,0,77576.39539099511
1493,1494,MP,1,Married,Unemployed,Master,48.78677777777778,58456.0227268983,4871.335227241525,7691.20454537966,MP,-1.0,1,137422.91621491665
1494,1495,JH,1,Widowed,Self-Employed,Master,25.0,54180.06376567834,5004.438100873866,6836.012753135669,JH,-1.0,1,161475.9882468415
1495,1496,BR,0,Divorced,Unemployed,High School,22.0,60260.06298034061,5021.671915028384,8078.018894102183,BR,734.0,0,154806.11454416552
1496,1497,ML,1,Married,Self-Employed,High School,48.78677777777778,71595.64699253082,5966.303916044235,11478.694097759246,ML,726.0,0,442695.1039730998
1497,1498,HP,1,Married,Unemployed,Master,64.0,49431.05520386434,5004.438100873866,5886.211040772869,HP,425.0,0,225438.3723890756
1498,1499,RJ,0,Divorced,Unemployed,Master,21.0,63499.38374908711,5291.615312423925,9049.815124726132,RJ,503.0,0,125767.95619421318
1499,1500,WB,1,Widowed,Self-Employed,Bachelor,29.0,78429.74391834007,5004.438100873866,13528.92317550202,WB,783.0,0,442695.1039730998
1500,1501,JH,1,Single,Self-Employed,Master,62.0,42084.80399841369,3507.066999867808,4416.960799682738,JH,-1.0,1,197348.8335844341
1501,1502,OR,0,Single,Self-Employed,Bachelor,19.0,18200.73580910468,1516.7279840920564,820.0735809104677,OR,-1.0,1,186273.0159629263
1502,1503,MZ,0,Divorced,Self-Employed,High School,44.0,72074.55285772649,6006.212738143874,11622.365857317947,MZ,339.0,0,141100.21717577562
1503,1504,AP,0,Divorced,Retired,Master,48.0,105053.32636085352,8754.44386340446,21515.997908256053,AP,459.0,0,442695.1039730998
1504,1505,MP,1,Married,Self-Employed,Master,48.78677777777778,59867.61623432132,4988.9680195267765,7973.523246864264,MP,399.0,0,260115.0659950807
1505,1506,BR,0,Single,Unemployed,Bachelor,68.0,63634.77961918721,5302.898301598934,9090.433885756163,BR,807.0,0,442695.1039730998
1506,1507,MN,1,Widowed,Unemployed,High School,53.0,59935.80079297256,4556.287350359014,6935.089640861635,MN,600.0,0,442695.1039730998
1507,1508,UP,0,Married,Retired,PhD,53.0,88585.09514718466,7382.091262265389,16575.5285441554,UP,543.0,0,442695.1039730998
1508,1509,JH,0,Single,Self-Employed,Master,43.0,58600.37520699241,4883.3646005827,7720.075041398482,JH,635.0,0,131524.12227611608
1509,1510,PB,1,Widowed,Retired,Bachelor,60.0,56641.845119731166,4720.1537599775975,7328.369023946234,PB,805.0,0,240821.83705392748
1510,1511,HP,1,Single,Retired,Master,44.0,76395.54865684567,6366.295721403805,12918.6645970537,HP,679.0,0,142710.39808044245
1511,1512,HR,0,Married,Retired,PhD,22.0,51283.086680457214,4273.590556704768,7983.148454689412,HR,-1.0,1,245222.12543630815
1512,1513,PB,1,Widowed,Retired,PhD,37.0,36875.51338063462,3072.9594483862184,3375.102676126924,PB,442.0,0,442695.1039730998
1513,1514,GA,0,Single,Retired,High School,28.0,75881.40683182249,6323.450569318541,12764.422049546743,GA,-1.0,1,442695.1039730998
1514,1515,TN,1,Single,Retired,Bachelor,79.0,49352.150261901385,5004.438100873866,7983.148454689412,TN,799.0,0,196088.3275186104
1515,1516,JH,0,Single,Retired,PhD,27.0,42441.719501831765,3536.8099584859806,4488.343900366353,JH,564.0,0,150497.18332258318
1516,1517,TS,0,Married,Unemployed,Bachelor,57.0,97800.86685431736,8150.07223785978,7983.148454689412,TS,-1.0,1,174805.24999539112
1517,1518,PB,1,Married,Unemployed,Bachelor,55.0,56785.25754199119,4732.104795165932,7357.051508398238,PB,436.0,0,442695.1039730998
1518,1519,MZ,0,Widowed,Unemployed,High School,23.0,68896.069481352,5004.438100873866,10668.820844405598,MZ,-1.0,1,293669.3271947114
1519,1520,CG,0,Divorced,Unemployed,PhD,25.0,60531.50833813998,5044.292361511665,8159.452501441994,CG,335.0,0,143968.59425545554
1520,1521,MH,1,Single,Unemployed,Bachelor,40.0,44046.24917333409,3670.520764444507,4809.249834666818,MH,332.0,0,194302.11159771707
1521,1522,MZ,1,Single,Retired,High School,64.0,72409.80516039461,5004.438100873866,11722.941548118382,MZ,737.0,0,32736.66336659447
1522,1523,KA,0,Single,Retired,Master,43.0,59935.80079297256,5471.868475680087,7983.148454689412,KA,422.0,0,145020.11132232347
1523,1524,UK,1,Married,Unemployed,Master,63.0,48131.16303048121,4010.930252540101,5626.232606096242,UK,-1.0,1,250785.01558750693
1524,1525,BR,0,Single,Self-Employed,PhD,60.0,67797.42608141409,5649.785506784508,10339.227824424226,BR,630.0,0,237993.7783820984
1525,1526,TN,0,Widowed,Unemployed,Bachelor,29.0,50742.41830565996,4228.5348588049965,7983.148454689412,TN,475.0,0,442695.1039730998
1526,1527,TN,1,Married,Retired,Master,43.0,40119.08351804646,3343.2569598372047,4023.8167036092914,TN,752.0,0,442695.1039730998
1527,1528,MZ,0,Married,Self-Employed,Master,30.0,38297.98942166178,5004.438100873866,3659.597884332357,MZ,373.0,0,220139.4450117308
1528,1529,TR,0,Married,Employed,Master,57.0,64861.05517733362,5405.087931444468,9458.316553200086,TR,455.0,0,315479.58331064833
1529,1530,AR,0,Married,Unemployed,PhD,79.0,53110.843261288,5004.438100873866,6622.1686522576,AR,827.0,0,126054.59459195676
1530,1531,RJ,0,Divorced,Self-Employed,Bachelor,35.0,87030.67234279131,7252.556028565942,16109.201702837392,RJ,325.0,0,298106.8292130542
1531,1532,SK,0,Married,Unemployed,Bachelor,42.0,59935.80079297256,4935.562829993065,7845.350791983356,SK,353.0,0,129466.4097895516
1532,1533,AP,1,Divorced,Employed,PhD,50.0,45866.34071783553,3822.195059819627,5173.268143567106,AP,505.0,0,224215.37467476857
1533,1534,WB,1,Married,Self-Employed,High School,64.0,62840.71749559041,5236.726457965868,8852.215248677123,WB,492.0,0,131479.78375254344
1534,1535,NL,0,Married,Employed,PhD,57.0,59935.80079297256,3058.5990176380906,7983.148454689412,NL,328.0,0,267813.8714289606
1535,1536,GJ,1,Single,Employed,PhD,77.0,58485.63767055536,4873.803139212946,7697.127534111071,GJ,-1.0,1,96945.6137450648
1536,1537,SK,1,Married,Employed,Master,60.0,65745.00197660895,5478.750164717413,9723.500592982686,SK,368.0,0,442695.1039730998
1537,1538,GA,1,Widowed,Unemployed,High School,29.0,63522.10153743549,5293.508461452958,9056.630461230649,GA,331.0,0,191013.72849182464
1538,1539,GA,1,Widowed,Self-Employed,High School,61.0,83450.39874935565,5004.438100873866,15035.119624806695,GA,565.0,0,442695.1039730998
1539,1540,MH,0,Widowed,Retired,PhD,53.0,106755.30826520012,8896.275688766676,22026.59247956004,MH,432.0,0,143172.5350795489
1540,1541,TN,1,Single,Retired,Master,65.0,59935.80079297256,6007.096057011928,11625.54580524294,TN,582.0,0,190554.1969135169
1541,1542,UP,1,Married,Unemployed,PhD,21.0,81218.33390013935,6768.19449167828,14365.500170041803,UP,466.0,0,442695.1039730998
1542,1543,KL,1,Widowed,Unemployed,High School,22.0,105782.3278738303,8815.193989485859,21734.69836214909,KL,315.0,0,210240.70096673493
1543,1544,MH,1,Widowed,Employed,Bachelor,73.0,41887.93473930343,3490.6612282752862,4377.586947860687,MH,-1.0,1,229452.3952326436
1544,1545,MH,1,Widowed,Unemployed,Master,54.0,62351.29335795016,5195.941113162513,8705.388007385047,MH,762.0,0,442695.1039730998
1545,1546,KL,1,Divorced,Self-Employed,Master,25.0,51396.06242244016,4283.005201870013,6279.212484488031,KL,509.0,0,442695.1039730998
1546,1547,HP,0,Divorced,Retired,Master,59.0,75167.8387846993,6263.986565391609,12550.351635409788,HP,798.0,0,216251.34113835948
1547,1548,HP,1,Divorced,Self-Employed,PhD,66.0,64889.14055057917,5407.428379214931,7983.148454689412,HP,-1.0,1,234940.01025229823
1548,1549,AR,1,Widowed,Employed,Bachelor,45.0,45268.21824172919,3772.351520144099,5053.643648345838,AR,825.0,0,442695.1039730998
1549,1550,NL,1,Widowed,Unemployed,High School,48.78677777777778,60197.0606942468,5016.421724520566,8059.11820827404,NL,596.0,0,228136.24648744817
1550,1551,CG,1,Married,Unemployed,Bachelor,75.0,78844.60931380594,6570.384109483828,7983.148454689412,CG,772.0,0,227870.9747035468
1551,1552,UP,0,Widowed,Employed,High School,26.0,36532.95664154881,3044.4130534624005,3306.5913283097616,UP,471.0,0,442695.1039730998
1552,1553,TN,0,Widowed,Retired,Bachelor,71.0,45647.797998498376,3803.9831665415313,5129.559599699675,TN,571.0,0,229792.2903983176
1553,1554,KL,1,Widowed,Unemployed,Bachelor,68.0,42949.04846924744,3579.087372437287,4589.809693849489,KL,425.0,0,442695.1039730998
1554,1555,MH,1,Widowed,Employed,Master,46.0,65875.13799876437,5489.594833230365,9762.541399629312,MH,835.0,0,304772.4707325731
1555,1556,WB,1,Single,Retired,Bachelor,31.0,82329.28943306928,6860.77411942244,14698.786829920784,WB,-1.0,1,190902.5371131044
1556,1557,MP,1,Married,Retired,Bachelor,57.0,23824.77962449179,1985.3983020409828,7983.148454689412,MP,804.0,0,150087.35756296563
1557,1558,AS,0,Widowed,Unemployed,High School,58.0,61699.1741426145,5141.597845217875,8509.75224278435,AS,781.0,0,442695.1039730998
1558,1559,MN,1,Single,Self-Employed,High School,39.0,43364.027089046685,3613.668924087224,4672.805417809337,MN,711.0,0,383067.2408939403
1559,1560,MN,0,Divorced,Retired,Bachelor,28.0,59935.80079297256,6508.104162244977,13429.174984081914,MN,734.0,0,442695.1039730998
1560,1561,AS,0,Single,Retired,Master,40.0,55734.57103971743,4644.547586643119,7146.914207943486,AS,-1.0,1,442695.1039730998
1561,1562,PB,1,Divorced,Retired,Master,18.0,62352.13090339316,5196.0109086160965,8705.639271017948,PB,565.0,0,173944.3455146453
1562,1563,OR,1,Single,Employed,High School,63.0,59975.93408636292,4997.99450719691,7995.186817272584,OR,-1.0,1,442695.1039730998
1563,1564,MN,0,Single,Retired,PhD,54.0,80235.93845741721,6686.328204784768,7983.148454689412,MN,397.0,0,442695.1039730998
1564,1565,OR,1,Single,Employed,High School,38.0,96875.36755436008,8072.947296196673,19062.61026630802,OR,419.0,0,158047.3206382088
1565,1566,HR,0,Divorced,Retired,Master,43.0,39576.02406213406,3298.0020051778383,3915.204812426813,HR,340.0,0,257888.40012055947
