taxpayer_id,age,monthly_income,Dependents,states,FiledLate,PropertyValue,LoanAmount,CreditScore,MaritalStatus,EmploymentStatus,EducationLevel,HealthExpenses,annual_income,tax
3172,37.0,4459.914166138493,1.0,JH,1,99842.60532927842,198510.6856053551,574.0,Divorced,Retired,Master,4655.59976236243,53518.969993661914,6703.793998732383
3173,,4640.962534905875,3.0,KA,0,283547.6365460888,,670.0,Widowed,Unemployed,PhD,7214.590569997194,55691.5504188705,7138.3100837741
3174,,4936.716625745634,4.0,NL,0,478049.28054153593,,,Single,Retired,Bachelor,7300.7181985461975,59240.599508947605,7848.1199017895215
3175,47.0,5073.309822791624,0.0,AR,1,,318237.3137878606,324.0,Divorced,Retired,PhD,7218.91885793131,60879.717873499496,8263.91536204985
3176,,6852.275806601807,1.0,WB,0,160096.64765104002,220843.54353280694,687.0,Single,Retired,Master,,82227.30967922168,14668.192903766503
3177,40.0,4405.68348196784,2.0,GA,1,,189333.38116280086,608.0,Divorced,Self-Employed,Master,5661.180645902392,52868.20178361407,6573.640356722814
3178,45.0,4184.649739630126,0.0,ML,0,269179.7365245085,,478.0,Married,Employed,PhD,4432.70313865542,50215.79687556151,6043.159375112302
3179,68.0,2991.8389686651763,3.0,TS,0,318446.69187320955,241152.6946014553,505.0,Widowed,Self-Employed,Bachelor,,,3180.413524796424
3180,57.0,4664.211151073712,4.0,GJ,1,,225948.4524303245,,Widowed,Employed,PhD,5798.008993930972,55970.53381288455,7194.10676257691
3181,,5384.294369289573,3.0,TN,0,396222.2935279874,,605.0,Single,Unemployed,High School,,64611.53243147488,9383.459729442464
3182,22.0,,3.0,OR,0,249796.56564612262,,477.0,Divorced,Retired,Master,,28966.265491322778,
3183,37.0,4486.357109908141,,KL,0,216422.27855407988,81688.23667961454,614.0,Divorced,Unemployed,High School,5543.2506646654765,53836.28531889769,
3184,57.0,6740.441194880065,2.0,NL,1,218951.54059203886,258136.5021579357,430.0,Divorced,Retired,PhD,,80885.29433856078,14265.588301568234
3185,73.0,5972.459064051816,4.0,JH,1,234332.3466487247,95305.67107963547,524.0,Divorced,Retired,High School,4956.165851376204,71669.5087686218,11500.852630586542
3186,61.0,5560.149759141189,1.0,GJ,1,328655.22515024256,,605.0,Single,Unemployed,High School,6531.356375520924,66721.79710969426,10016.53913290828
3187,18.0,5931.818448461757,3.0,BR,1,161598.38149308416,280621.661093695,609.0,Single,Self-Employed,PhD,,71181.82138154109,11354.546414462326
3188,74.0,4139.443595165562,,MZ,1,205474.2821689041,117543.37240889268,,Single,Unemployed,Bachelor,1625.0062392480786,49673.32314198675,
3189,47.0,,4.0,MZ,0,305030.7375147818,147493.49779438874,561.0,Single,Unemployed,PhD,5002.926755703089,47275.443853692675,5455.0887707385355
3190,38.0,6907.863171107236,3.0,BR,0,420484.5208276335,187714.2095862605,737.0,Divorced,Unemployed,High School,,82894.35805328682,14868.307415986046
3191,37.0,6242.959069137314,1.0,RJ,1,211553.70258387527,,821.0,Single,Self-Employed,Bachelor,,74915.50882964776,
3192,23.0,3880.590467553344,3.0,CG,1,334922.4894651604,127760.70149186446,417.0,Single,Retired,Bachelor,,46567.085610640126,5313.417122128025
3193,39.0,2181.9140604830204,2.0,AP,0,279154.32841166796,157339.90301445712,742.0,Married,Retired,Master,8170.536427498779,26182.968725796243,1618.2968725796245
3194,35.0,3911.7266772795238,2.0,OR,1,350358.75909239275,138331.94883885543,,Married,Self-Employed,High School,2620.6116714165933,46940.72012735429,5388.144025470858
3195,25.0,5815.30134119887,0.0,SK,0,305945.36449329305,,473.0,Single,Self-Employed,PhD,3454.0395346995497,69783.61609438644,10935.084828315932
3196,56.0,4012.6097859151555,,UP,1,302704.930636804,206259.29333452333,761.0,Married,Employed,PhD,2749.891090316228,48151.317430981864,5630.2634861963725
3197,49.0,5495.101716200774,1.0,TN,1,555255.2903119681,84270.7669626491,695.0,Married,Retired,Master,2927.4119345013946,65941.22059440929,9782.366178322785
3198,50.0,7129.655830848348,,KA,0,592978.3515915425,338249.1225331655,529.0,Married,Retired,PhD,5089.996876572892,85555.86997018018,15666.760991054054
3199,70.0,4860.459383310388,0.0,AP,0,,176128.10852940462,456.0,Married,Self-Employed,Master,,58325.51259972466,7665.102519944932
3200,,5350.940229477318,,HR,1,208252.37954122518,194462.38468311317,633.0,Widowed,Retired,Bachelor,3826.119587865771,64211.28275372782,9263.384826118347
3201,29.0,6027.3557847493485,4.0,BR,1,324204.3894319089,,604.0,Divorced,Retired,Master,6128.68707464308,72328.26941699217,11698.480825097653
3202,55.0,3376.873612508696,4.0,TR,0,360399.6649116633,199117.47048286576,598.0,Married,Unemployed,High School,,40522.483350104354,4104.4966700208715
3203,69.0,3840.4261624819233,1.0,UK,0,432069.94506166293,127474.89113924747,642.0,Divorced,Employed,PhD,4342.119153866337,46085.11394978308,5217.022789956616
3204,,6089.241739855321,2.0,UK,1,75501.39182351879,91720.51454799596,818.0,Divorced,Self-Employed,High School,1972.3906869207153,73070.90087826384,11921.270263479153
3205,78.0,5055.451280823662,0.0,SK,0,258935.74466229827,,312.0,Married,Retired,Bachelor,,60665.41536988395,
3206,31.0,,1.0,MN,1,249199.1227680213,314756.67388072744,682.0,Divorced,Self-Employed,High School,3658.7369364706947,62191.65498556974,8657.496495670921
3207,53.0,5049.928741786024,3.0,MZ,1,219299.4205678828,245052.10122474734,,Widowed,Self-Employed,Bachelor,,,8179.743470429686
3208,50.0,6467.440953442937,1.0,NL,1,150313.65487405544,297458.954364539,702.0,Divorced,Retired,Bachelor,,77609.29144131525,13282.787432394573
3209,40.0,5653.568960674513,,AS,1,277545.40988206764,,755.0,Divorced,Employed,Bachelor,,67842.82752809415,10352.848258428243
3210,67.0,5673.2301366062175,3.0,NL,1,,134680.93534011662,,Divorced,Unemployed,High School,6467.21777428749,68078.76163927461,10423.628491782383
3211,62.0,6833.297236333659,4.0,UP,1,175543.9021226818,158784.53484304185,639.0,Married,Unemployed,Master,,81999.56683600391,14599.870050801173
3212,19.0,7409.860787112033,,GJ,1,308777.1320492779,241100.37293564552,326.0,Married,Employed,PhD,1302.5840007916831,88918.3294453444,16675.49883360332
3213,58.0,8365.387585652072,2.0,WB,0,341982.5379469832,281614.3996268051,,Widowed,Unemployed,Bachelor,5611.797826519933,100384.65102782486,20115.395308347455
3214,38.0,4131.47945777709,,MZ,0,464343.3034043317,,434.0,Divorced,Self-Employed,Bachelor,6033.837037722938,49577.75349332508,5915.550698665016
3215,19.0,8704.111121012937,4.0,TR,1,363517.79575354967,87641.04257500952,606.0,Married,Employed,Master,,104449.33345215523,
3216,,3354.840584817225,2.0,NL,0,291464.5319031305,277929.55009638483,780.0,Single,Unemployed,Bachelor,,40258.0870178067,4051.61740356134
3217,74.0,7902.871104564689,1.0,PB,1,331144.3874297991,,316.0,Single,Employed,Master,5293.347365592334,94834.45325477626,18450.335976432878
3218,26.0,4049.060211962936,2.0,HR,1,376274.11568415817,240912.3128697266,689.0,Married,Retired,Bachelor,3162.824372141885,48588.72254355523,
3219,18.0,4896.59030569287,,KA,0,312082.77134433156,314301.8531321475,717.0,Single,Retired,Master,4034.7508744944716,58759.083668314444,7751.816733662889
3220,28.0,5027.86391774446,3.0,AS,0,378674.30748186447,46729.24359253477,348.0,Widowed,Retired,PhD,4514.084820772421,60334.36701293352,8100.310103880057
3221,20.0,3699.5438752579726,,TR,1,266755.80347241316,126124.71267096425,360.0,Married,Self-Employed,Bachelor,3169.2868310728436,44394.52650309567,4878.905300619135
3222,69.0,5130.078000133941,0.0,GJ,0,420043.9875550726,,613.0,Divorced,Unemployed,Bachelor,7161.951945268169,,8468.280800482187
3223,79.0,3776.992835243537,,MN,1,,,445.0,Widowed,Unemployed,Bachelor,7055.718345079503,45323.91402292244,5064.782804584489
3224,40.0,3147.5848569939503,,JH,0,231423.75024801563,,795.0,Married,Self-Employed,Bachelor,2208.0706803308562,37771.018283927406,3554.203656785481
3225,43.0,,1.0,KL,1,253185.9714491435,105909.59495078024,305.0,Widowed,Unemployed,High School,4356.6426299627765,59302.974605527794,7860.5949211055595
3226,21.0,7384.815335364401,,KL,1,202956.92364430893,,504.0,Divorced,Unemployed,High School,9124.359134973936,88617.78402437281,16585.335207311844
3227,35.0,4618.970391474537,1.0,OR,1,375447.2517737083,132083.025036838,549.0,Single,Unemployed,Bachelor,,55427.64469769444,7085.528939538889
3228,72.0,6411.531373061323,,OR,0,142750.92757478153,311981.4430937513,644.0,Divorced,Self-Employed,Master,,76938.37647673588,13081.512943020763
3229,23.0,3731.5005609262716,2.0,MN,1,,134059.80889707894,731.0,Divorced,Employed,Bachelor,7191.7522894044505,44778.00673111526,4955.601346223052
3230,,3074.7858940482,1.0,RJ,1,332441.26608303055,10989.206662742508,643.0,Single,Employed,Master,,36897.4307285784,3379.4861457156803
3231,39.0,5680.79023543304,2.0,RJ,0,301210.37609712436,,716.0,Widowed,Unemployed,Master,5189.220998766682,68169.48282519648,10450.844847558943
3232,60.0,7633.418577652168,0.0,UP,0,295806.07919581165,254486.71417470748,832.0,Married,Retired,High School,2286.1580590344474,91601.02293182601,17480.306879547803
3233,32.0,5313.43167819973,1.0,CG,1,285739.86844060733,116971.78515086346,786.0,Married,Employed,PhD,6719.342850228326,63761.18013839677,9128.354041519031
3234,39.0,6239.971169805609,,WB,0,316445.7822597054,326805.9034727776,354.0,Widowed,Retired,Master,6822.945836864267,74879.65403766731,12463.89621130019
3235,77.0,7242.686615294715,0.0,MP,1,199734.79855587866,,476.0,Married,Self-Employed,Bachelor,2988.516540203492,86912.23938353658,16073.671815060974
3236,,4945.204475476785,2.0,TR,1,,185859.365146507,767.0,Married,Unemployed,PhD,5521.022809728809,59342.45370572142,7868.490741144284
3237,69.0,4771.905077508125,3.0,HP,1,274249.69627673744,225477.70490076306,794.0,Divorced,Self-Employed,High School,,57262.8609300975,7452.572186019501
3238,59.0,5708.132525945948,4.0,SK,0,345583.14355657843,201245.10675313452,820.0,Divorced,Unemployed,High School,1710.5189672099382,68497.59031135138,
3239,29.0,5975.028659177255,,UK,0,394298.12404830894,252452.21974319004,417.0,Widowed,Unemployed,PhD,5441.398977578706,71700.34391012706,11510.103173038118
3240,,2901.5373669751853,,UK,0,286792.6894457296,268105.7662433537,688.0,Single,Unemployed,High School,,34818.44840370222,2963.6896807404437
3241,66.0,5443.588439406125,1.0,TN,1,373430.77906197554,67481.69545168165,717.0,Single,Retired,Bachelor,5642.473382333295,65323.0612728735,9596.91838186205
3242,59.0,4998.977885835207,1.0,JH,1,308968.9929711988,334157.14221634925,501.0,Divorced,Employed,Master,,59987.73463002249,7997.546926004498
3243,55.0,3815.7217413345306,,HR,1,292936.86044878187,294967.4604350206,444.0,Single,Unemployed,Master,,,
3244,35.0,4895.28441473347,,HP,0,378441.6352202628,116309.55679697418,480.0,Married,Self-Employed,Bachelor,,58743.41297680164,7748.682595360329
3245,62.0,3252.012752205912,4.0,GA,0,155243.80121785388,,335.0,Divorced,Unemployed,Bachelor,3892.934840472899,39024.15302647094,3804.830605294189
3246,52.0,2733.608405189474,4.0,TS,1,344219.5960060954,352876.16807670076,335.0,Single,Retired,High School,3444.027502335275,32803.30086227369,
3247,47.0,5100.272374461542,3.0,NL,0,231434.2758017626,62806.777728628134,696.0,Single,Employed,Bachelor,,61203.268493538504,8360.98054806155
3248,41.0,6353.115535093364,2.0,JH,0,403860.61695170397,254988.24391767255,831.0,Married,Unemployed,Master,2568.7678439480405,76237.38642112038,
3249,59.0,4479.063892769963,4.0,TS,0,234212.2582735065,273511.625211766,529.0,Divorced,Employed,Bachelor,,53748.76671323956,6749.753342647912
3250,47.0,3558.906104288486,0.0,MN,0,268951.3347665861,229191.77936537046,510.0,Single,Retired,Master,,42706.87325146183,4541.374650292366
3251,31.0,3792.0518216180008,1.0,MP,1,143521.0103791921,293628.47530119825,769.0,Single,Employed,Bachelor,4401.035426766741,45504.62185941601,5100.924371883202
3252,,5823.4167766498285,,KA,1,336730.5005940646,,305.0,Single,Unemployed,PhD,,69881.00131979794,10964.300395939383
3253,20.0,7501.0778269138955,0.0,AR,1,258238.8053643975,239577.67897742835,758.0,Widowed,Retired,PhD,6083.214999375384,90012.93392296674,17003.880176890023
3254,33.0,6155.684287140945,3.0,HR,0,246280.03736968245,47992.16220039906,,Married,Employed,Master,5780.358192766993,,12160.463433707402
3255,24.0,6951.187848872836,,NL,0,302739.6935208962,,458.0,Widowed,Unemployed,Bachelor,9353.676036715373,83414.25418647403,15024.27625594221
3256,69.0,3428.5644533447467,0.0,AS,0,133002.13227606742,301230.24405487085,445.0,Single,Retired,Bachelor,,41142.77344013696,
3257,31.0,4889.105124897794,3.0,TN,1,230679.00497094242,,651.0,Divorced,Employed,High School,3195.646730386994,58669.26149877353,7733.852299754706
3258,26.0,6528.036275636611,,UK,0,281371.61939448805,195477.72450556894,346.0,Married,Unemployed,High School,6983.342791059773,78336.43530763933,13500.9305922918
3259,32.0,2901.2336281591515,,TR,1,446470.2999854279,109660.9869647317,835.0,Divorced,Unemployed,Bachelor,,34814.803537909815,2962.960707581963
3260,38.0,4012.440179560382,4.0,AS,1,318339.40601617715,,,Married,Retired,Master,7613.433583575025,48149.282154724584,5629.8564309449175
3261,52.0,6413.028735562299,0.0,RJ,1,339604.6648532746,227069.7263795429,786.0,Widowed,Retired,Master,1078.436098687729,76956.34482674758,13086.903448024274
3262,19.0,5387.638656182524,2.0,TR,0,306195.5938481183,,516.0,Widowed,Unemployed,Bachelor,,64651.663874190286,9395.499162257085
3263,44.0,3552.333601575975,2.0,GJ,1,640973.4037550058,54543.93373218342,403.0,Single,Unemployed,High School,,42628.003218911705,4525.600643782342
3264,19.0,2553.7678891896344,1.0,NL,1,,139527.5660149506,638.0,Widowed,Retired,Master,8057.228487256772,,2129.0429340551227
3265,52.0,7005.972772047509,2.0,RJ,0,96692.4500784986,,582.0,Widowed,Retired,High School,6611.083120008781,84071.67326457011,15221.501979371034
3266,35.0,,1.0,RJ,1,322229.99119336845,285575.76225800137,,Divorced,Unemployed,PhD,,23039.081096263413,
3267,31.0,5948.592768455457,,HP,0,409029.3100331398,202559.56085572377,,Single,Retired,High School,2830.1026050010714,71383.1132214655,11414.933966439648
3268,37.0,,1.0,NL,1,154915.10997852444,226884.40607931602,846.0,Divorced,Self-Employed,High School,,50405.20016303945,6081.040032607891
3269,35.0,6570.602474545026,3.0,AP,0,310493.8359529982,148282.17279010723,,Widowed,Employed,Bachelor,1745.2991286503648,78847.2296945403,13654.168908362091
3270,27.0,3436.7775502866452,,BR,1,246194.6919943547,,721.0,Widowed,Unemployed,PhD,2795.3830900200583,41241.33060343974,4248.2661206879475
3271,42.0,8922.198403042654,3.0,BR,1,214536.20084858948,178986.66764664487,804.0,Single,Self-Employed,Master,5247.057062171039,107066.38083651185,22119.914250953552
3272,19.0,5603.4482835325725,,MZ,1,433596.9990386838,101478.76224313116,553.0,Single,Unemployed,Bachelor,5443.4148036724955,67241.37940239087,10172.413820717262
3273,42.0,5850.603828178384,3.0,UP,0,233689.96365465727,,539.0,Divorced,Employed,High School,,,11062.173781442183
3274,78.0,,3.0,TN,0,234608.45840905054,60696.833987297985,540.0,Widowed,Retired,PhD,3699.4315111790506,46085.15063801683,5217.030127603366
3275,71.0,4799.92949870176,3.0,AR,0,209872.80823367336,136581.98727066343,501.0,Married,Self-Employed,Master,5850.745198746628,57599.15398442112,7519.830796884225
3276,50.0,4838.82639086573,3.0,UK,1,191173.83613490034,331761.6497624679,434.0,Divorced,Retired,Master,5009.221306500728,58065.91669038876,7613.1833380777525
3277,53.0,7694.1024938775245,3.0,MN,0,245352.39856695797,413880.78133312205,,Married,Self-Employed,PhD,8140.064754199896,92329.2299265303,17698.768977959087
3278,,5600.865157141679,4.0,MP,0,240404.3680551699,,772.0,Divorced,Employed,Bachelor,,67210.38188570016,10163.114565710048
3279,,5815.744559604857,3.0,HP,0,181213.6638732584,,725.0,Widowed,Unemployed,PhD,1330.9097655919213,69788.93471525829,10936.680414577488
3280,18.0,5798.973314722796,1.0,GJ,0,297262.6147423169,110796.03407772652,653.0,Widowed,Retired,Master,,69587.67977667355,10876.303933002066
3281,63.0,5942.916348626895,4.0,KL,1,47020.22855216722,,666.0,Divorced,Self-Employed,Master,5671.697815286751,71314.99618352274,11394.498855056823
3282,33.0,2915.8197353858154,2.0,KL,1,,,384.0,Divorced,Self-Employed,PhD,,34989.83682462978,2997.9673649259566
3283,71.0,8073.902162055072,0.0,MH,1,397630.93268570106,132711.5293193707,456.0,Married,Self-Employed,Bachelor,4346.998107121033,96886.82594466087,19066.04778339826
3284,,3683.7671417075608,4.0,TN,1,246925.12002971297,249830.9205187666,636.0,Widowed,Employed,PhD,5387.854559808843,44205.205700490726,4841.041140098145
3285,,4942.393496496369,3.0,MN,1,,,,Single,Unemployed,High School,4241.201612789609,59308.721957956426,7861.744391591285
3286,69.0,7297.224346282442,,AP,1,274746.91596385336,,798.0,Married,Unemployed,High School,,87566.6921553893,16270.00764661679
3287,20.0,7901.937945106041,0.0,HP,0,,247623.2609685097,320.0,Single,Employed,Master,4600.582585435641,94823.2553412725,18446.97660238175
3288,52.0,,0.0,UP,1,,,791.0,Single,Retired,High School,6768.6666029024755,74507.17343516654,
3289,58.0,,3.0,ML,0,213356.70175160863,141608.29807365008,436.0,Divorced,Unemployed,High School,4276.763392584366,50915.49558458016,6183.0991169160325
3290,23.0,5191.60182941645,3.0,HP,1,429153.45386349823,276274.5615845078,535.0,Divorced,Employed,PhD,,62299.221952997395,8689.766585899219
3291,42.0,5250.4509186617815,,ML,0,541119.9266253533,139705.97063640575,302.0,Single,Self-Employed,Bachelor,4637.064387726338,63005.41102394138,8901.623307182414
3292,30.0,5303.585685963701,,AR,1,278347.0673192623,195607.23670209822,322.0,Married,Self-Employed,High School,,63643.02823156441,9092.908469469323
3293,70.0,3154.9204588813036,3.0,JH,1,348680.9711783723,,440.0,Divorced,Retired,Bachelor,4787.274378764483,37859.04550657564,3571.809101315128
3294,51.0,,0.0,TR,1,401289.9568733763,228338.51493579173,337.0,Widowed,Self-Employed,PhD,4109.4996577478105,82681.97158311878,14804.591474935634
3295,25.0,5201.883463906668,,NL,1,188056.5994763728,,461.0,Single,Employed,PhD,6517.045520391154,62422.60156688002,8726.780470064004
3296,38.0,,2.0,MP,0,116581.4159228917,293629.11921357224,,Divorced,Employed,Bachelor,7470.6672054261835,47000.062158901055,5400.012431780211
3297,51.0,4252.410368378838,,AR,0,315956.821781565,228760.27129233483,709.0,Married,Self-Employed,High School,6763.389973547819,,6205.784884109212
3298,21.0,5404.775053263069,,MP,1,217774.97203333664,,319.0,Divorced,Employed,Bachelor,3529.662868503592,64857.30063915683,9457.190191747048
3299,,2895.64002566239,1.0,TS,1,278178.31969361886,198569.08848235713,401.0,Single,Self-Employed,Master,,34747.680307948685,
3300,32.0,6317.652614248935,1.0,AS,0,,322207.1356762929,786.0,Single,Self-Employed,Bachelor,,75811.83137098722,12743.549411296164
3301,,5352.095453614613,4.0,MN,1,356500.0317299189,132672.16278369405,606.0,Divorced,Retired,Bachelor,5338.728182297776,,
3302,62.0,7348.534425539138,3.0,AS,1,355813.7001426968,237292.0573918681,356.0,Widowed,Employed,Bachelor,3581.6679559646846,88182.41310646966,16454.7239319409
3303,77.0,5116.3755817018555,,TN,0,287137.52396669186,,439.0,Widowed,Employed,PhD,2774.139595283307,61396.506980422266,8418.95209412668
3304,,3372.098090321676,4.0,JH,0,235559.86949437793,199277.54881650372,,Married,Self-Employed,High School,8923.780876651414,40465.17708386011,4093.0354167720216
3305,49.0,3203.2952151839963,0.0,GA,0,229122.0097768439,274136.631655072,416.0,Widowed,Retired,PhD,5972.4306707021,38439.542582207956,3687.908516441591
3306,49.0,4413.941579131358,,TN,0,474373.6570116128,,437.0,Married,Retired,Bachelor,5672.35348666057,52967.29894957629,
3307,45.0,4572.642850067704,,SK,1,525613.110401225,192605.9079270298,620.0,Widowed,Self-Employed,PhD,5572.550798638985,,6974.342840162491
3308,30.0,4149.107428013627,,MH,1,407882.1660552934,179623.9460706417,567.0,Widowed,Unemployed,Master,8237.550212201035,49789.28913616353,5957.857827232705
3309,48.0,5192.720799377652,0.0,HP,1,271915.40789236885,217682.3459425084,735.0,Single,Retired,High School,4665.924875371813,62312.64959253182,
3310,31.0,4111.034459171486,1.0,NL,1,188716.0313721596,239223.97864371666,350.0,Divorced,Self-Employed,High School,6235.6428734216925,49332.41351005783,5866.482702011566
3311,37.0,5381.308841636359,3.0,HR,0,,,619.0,Single,Employed,PhD,6806.784774130583,64575.70609963631,9372.711829890892
3312,35.0,4219.0273764975955,,UK,1,345314.2497670822,300642.13894089486,830.0,Married,Unemployed,High School,8715.484850129506,,6125.665703594229
3313,46.0,5947.555561601857,,GA,1,343185.62007583625,,637.0,Widowed,Self-Employed,PhD,4997.059727314277,71370.66673922229,11411.200021766686
3314,77.0,4534.851809934764,,MN,0,240233.04072443556,42606.26645210062,323.0,Divorced,Self-Employed,Master,7469.2038551535925,54418.22171921717,6883.6443438434335
3315,23.0,6869.3100084011485,2.0,MH,1,,,581.0,Married,Self-Employed,Bachelor,1343.1731396146884,82431.72010081378,14729.516030244133
3316,49.0,5978.44204968448,3.0,MN,0,279221.72096141614,277575.94880357786,335.0,Single,Employed,Bachelor,,,11522.391378864126
3317,46.0,5290.378009717558,,PB,0,194453.61385753035,149637.42325502355,799.0,Widowed,Unemployed,Master,,63484.53611661069,9045.360834983207
3318,60.0,4688.484100040137,,GA,0,266141.7326465142,,843.0,Widowed,Self-Employed,Master,6510.528783636768,56261.80920048164,7252.361840096329
3319,79.0,2721.485412007066,2.0,SK,0,,265981.46481027716,557.0,Divorced,Retired,High School,2432.2299209452035,32657.82494408479,2531.5649888169582
3320,19.0,7120.324107010883,0.0,KL,0,453331.6401646412,185190.22778460613,637.0,Married,Employed,PhD,,85443.8892841306,15633.166785239177
3321,77.0,3978.8343823740506,3.0,JH,1,142521.6899099189,134002.56863366274,476.0,Divorced,Unemployed,Master,,47746.01258848861,5549.202517697722
3322,40.0,5136.098201603329,,OR,1,176119.10315491154,,796.0,Divorced,Retired,PhD,,61633.17841923994,8489.953525771984
3323,36.0,5515.706485303823,4.0,HR,1,257341.73971868216,,,Married,Self-Employed,Bachelor,4490.986020656541,66188.47782364587,9856.54334709376
3324,48.0,4724.732660632912,,CG,0,206401.82731250505,89356.25695656199,792.0,Single,Unemployed,High School,4180.036534528877,56696.79192759494,7339.358385518988
3325,68.0,7031.901581537041,4.0,UK,0,300250.9809834501,,567.0,Married,Retired,PhD,,84382.8189784445,15314.845693533349
3326,22.0,3167.9436238868802,1.0,JH,1,250820.19313040402,256125.10301756609,746.0,Married,Retired,Master,,38015.32348664256,3603.064697328513
3327,36.0,7600.9022104810065,3.0,KA,0,312467.31376710325,,539.0,Divorced,Self-Employed,High School,5853.025796970599,91210.82652577208,17363.247957731623
3328,51.0,6007.336336262474,,PB,0,316747.59094356315,,416.0,Divorced,Unemployed,Master,4660.328642010343,72088.0360351497,11626.410810544909
3329,27.0,4630.369119748296,1.0,MH,0,164610.25383273637,,705.0,Married,Employed,Bachelor,,55564.42943697955,7112.885887395911
3330,42.0,4647.155009103068,4.0,MH,1,279118.24296683294,141414.48869865685,565.0,Married,Self-Employed,Master,4048.2300314974696,55765.86010923681,7153.172021847363
3331,19.0,1674.7677441442374,2.0,AR,0,220130.07342343818,,605.0,Single,Employed,Bachelor,4255.95461199293,20097.21292973085,1009.7212929730849
3332,79.0,3727.650844747848,0.0,UP,0,413817.6954952262,204996.9826135981,,Widowed,Unemployed,Master,5316.171386539142,44731.81013697418,4946.362027394836
3333,28.0,4469.144367480435,3.0,MZ,0,232034.21056959796,153611.51306373638,,Divorced,Retired,Master,6368.053643153702,,6725.946481953043
3334,67.0,5264.157464046361,1.0,MN,1,250496.547656707,,311.0,Married,Self-Employed,High School,7301.307520117045,63169.88956855633,8950.9668705669
3335,78.0,,4.0,TN,0,209225.67207665468,73959.30513853714,814.0,Single,Self-Employed,Bachelor,,82672.4624001401,14801.738720042027
3336,48.0,8056.318437243427,2.0,UP,1,297013.355905514,169542.71093332194,382.0,Divorced,Employed,Master,5857.109337640665,96675.82124692113,19002.746374076338
3337,73.0,5408.400648203859,4.0,UK,0,284785.4786176689,190361.58435262847,682.0,Widowed,Retired,Master,5066.1399010295,64900.80777844631,
3338,32.0,5308.413968214449,2.0,AS,0,448180.8808195088,140106.51012124598,,Single,Self-Employed,PhD,,63700.967618573384,9110.290285572015
3339,26.0,4264.472348732197,,AS,1,296968.2727506097,303535.72861605906,812.0,Widowed,Retired,Master,1155.1271006787251,51173.668184786366,
3340,40.0,2427.349785015695,,AS,1,434536.4330154848,234971.3646760823,808.0,Married,Self-Employed,High School,5411.862463419516,29128.197420188342,1912.8197420188344
3341,36.0,,,UP,1,,,471.0,Divorced,Employed,PhD,3178.6551977061245,49095.84252830611,5819.168505661222
3342,,4691.7483803809655,,WB,0,,152175.6632564132,790.0,Single,Unemployed,Bachelor,6741.486367308311,56300.98056457158,7260.1961129143165
3343,52.0,6463.091630997743,,AS,1,282498.93108932476,,565.0,Married,Employed,High School,3263.741758452114,77557.09957197291,13267.129871591873
3344,38.0,5779.27179737292,2.0,NL,1,,145406.40131309442,758.0,Single,Employed,High School,,69351.26156847505,10805.378470542515
3345,26.0,5332.317835851591,2.0,GA,1,177228.9606915326,205307.25581128022,307.0,Single,Retired,PhD,3356.117063511536,63987.81403021909,9196.344209065726
3346,,4128.799859766121,2.0,MH,0,535853.9280132386,,444.0,Married,Unemployed,High School,,49545.59831719345,5909.119663438691
3347,79.0,2026.8248764338036,0.0,UP,1,243148.15793690068,,434.0,Divorced,Retired,Master,,24321.898517205642,1432.1898517205643
3348,63.0,2117.3659269010186,,AS,0,209829.11196630733,333720.8840300314,720.0,Married,Self-Employed,PhD,6136.68935156141,25408.391122812223,
3349,68.0,2504.395299586982,,AP,0,193918.11372682938,287692.04637790576,367.0,Divorced,Self-Employed,PhD,-340.4542569569685,30052.743595043787,
3350,24.0,4561.989985692923,,JH,0,,,,Single,Retired,High School,8988.304741303102,54743.87982831508,6948.775965663017
3351,33.0,6491.066656576984,1.0,MP,1,269638.8203491153,246779.3691063722,699.0,Single,Unemployed,Bachelor,2979.372950286487,77892.7998789238,13367.839963677141
3352,33.0,6450.598354941325,1.0,HP,1,424264.88037952915,303718.59203035396,655.0,Married,Retired,Bachelor,6537.356347349077,77407.1802592959,13222.15407778877
3353,77.0,6190.573643116154,4.0,SK,1,481273.10925603873,227816.00555499294,549.0,Single,Self-Employed,Bachelor,5999.904944421515,74286.88371739385,12286.065115218156
3354,,4227.356774722941,4.0,SK,1,91855.23479363686,186721.7378628413,463.0,Single,Unemployed,Bachelor,6423.345637739265,50728.28129667529,6145.656259335058
3355,21.0,6716.394749175665,,UP,0,458762.09951979073,54938.58241534588,,Widowed,Employed,High School,3364.3968970356746,80596.73699010798,14179.021097032393
3356,21.0,3603.394135565235,,TR,1,467762.32270472765,194623.40356886561,683.0,Widowed,Self-Employed,Master,4322.062716270913,43240.72962678282,4648.1459253565645
3357,56.0,6280.090158288314,3.0,AR,1,,,684.0,Widowed,Self-Employed,Master,5796.741373851122,75361.08189945976,12608.324569837929
3358,57.0,2488.135520317917,3.0,JH,0,208904.6728878314,152468.8725193498,564.0,Divorced,Retired,PhD,5007.900646894305,29857.626243815,1985.7626243815002
3359,34.0,3234.3316341691725,0.0,TR,1,352189.00552303006,174380.7838341209,836.0,Widowed,Retired,Master,3181.322100456648,38811.979610030074,3762.395922006015
3360,54.0,7478.922591455845,1.0,KL,0,236185.40556652722,182351.65851652867,323.0,Married,Unemployed,Bachelor,,,16924.12132924104
